isbn13,title,authors,categories,average_rating,ratings_count,weighted_rating
9781400043460,My Life in France,Julia Child;Alex Prud'homme,Biography & Autobiography,4.17,67593.0,4.1507136653242815
9780886773526,Magic's Pawn,Mercedes Lackey,Fiction,4.21,21834.0,4.15038436981624
9780446611084,Suzanne's Diary for Nicholas,James Patterson,Fiction,4.16,128191.0,4.149870073834813
9780060776091,Brave New World and Brave New World Revisited,Aldous Huxley,Fiction,4.16,123044.0,4.149466014309581
9780307275936,If Beale Street Could Talk,James Baldwin,Fiction,4.24,14306.0,4.149418498465162
9780689707490,Cloudy With a Chance of Meatballs,Judi Barrett,Juvenile Fiction,4.16,114747.0,4.148742142367346
9780345476098,The Guns of August,Barbara Wertheim Tuchman,History,4.18,40624.0,4.1482705104863316
9781857231359,Use of Weapons,Iain Banks,Science fiction,4.19,30779.0,4.148145774462236
9780312980146,Seven Up,Janet Evanovich,Fiction,4.16,101029.0,4.147299121957994
9780142002803,"The Fall of Berlin, 1945",Antony Beevor,History,4.28,9635.0,4.147005803910799
9781852864989,Death,Neil Gaiman,Death (Fictitious character : Gaiman),4.18,37678.0,4.146130084551483
9780385494786,Into Thin Air,Jon Krakauer,Biography & Autobiography,4.15,327791.0,4.146107233804378
9780312985349,Eleven on Top,Janet Evanovich,Fiction,4.16,89961.0,4.1458341183946406
9780060652920,Mere Christianity,C. S. Lewis,Religion,4.32,7316.0,4.145820647667521
9780380731503,Wayside School Is Falling Down (rack),Louis Sachar,Juvenile Fiction,4.17,52011.0,4.145532671398543
9781600100291,The Great and Secret Show,Chris Ryall,Comics & Graphic Novels,4.22,17047.0,4.1453970097967225
9780375407932,The Border Trilogy,Cormac McCarthy,Fiction,4.43,4468.0,4.145382574259189
9780345321381,Bridge of Birds,"Barry Hughart;E. E. ""Doc"" Smith;Joel Rosenbreg;Kathryn Lance;Lin Carter",,4.29,8786.0,4.1453107197570205
9780552153157,Lords and Ladies,Terry Pratchett,Discworld (Imaginary place),4.17,51212.0,4.145190930115137
9781400034208,The Razor's Edge,W. Somerset Maugham,Fiction,4.19,28339.0,4.1451711861287555
9780812966008,Theodore Rex,Edmund Morris,Biography & Autobiography,4.18,35943.0,4.144728807534507
9780747573623,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,England,4.55,3116.0,4.144187880996673
9780330419642,Absolute Power,David Baldacci,Murder,4.16,79864.0,4.144168179798083
9780345458940,Body Double,tess girritsen,Fiction,4.18,34772.0,4.143715626789212
9780679723059,What We Talk about when We Talk about Love,Raymond Carver,Fiction,4.18,34613.0,4.143573549760663
9780060510855,Caesar,Colleen McCullough,Fiction,4.36,5825.0,4.143561310259044
9781573221115,The Art of Happiness,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Religion,4.16,75417.0,4.1433033734077584
9780876856833,You Get So Alone at Times,Charles Bukowski,Fiction,4.25,11737.0,4.142913577358974
9781591162025,Inuyasha Ani-Manga,Rumiko Takahashi,Comics & Graphic Novels,4.36,5787.0,4.142863135754245
9781421510439,Bleach,Tite Kubo,Comics & Graphic Novels,4.36,5777.0,4.142678656355553
9780141439518,Pride and Prejudice,Jane Austen,Fiction,4.25,11552.0,4.141784440516319
9780141001821,In the Heart of the Sea,Nathaniel Philbrick,History,4.16,68051.0,4.141642375403478
9780842313353,Chosen by God,R. C. Sproul,Religion,4.33,6623.0,4.141502701275652
9780446696111,The Guardian,Nicholas Sparks,Fiction,4.15,144654.0,4.1413749235712505
9780099449898,"Will You Please be Quiet, Please",Raymond Carver,Short stories,4.27,9697.0,4.14135105909523
9780006480099,Assassin's Apprentice,Robin Hobb,American fiction,4.15,133972.0,4.140716666851015
9780805071061,Rosa,Nikki Giovanni,Juvenile Nonfiction,4.35,5942.0,4.140704505977583
9780446612760,Still Life with Crows,Douglas Preston;Lincoln Child,Fiction,4.19,25211.0,4.140677422305261
9781932416640,What is the what,Dave Eggers,Fiction,4.16,64088.0,4.14060427653572
9780618640140,The Lord of the Rings Sketchbook,Alan Lee,Art,4.27,9593.0,4.140492642872336
9780061198755,The Secret Lives of Men and Women,Frank Warren,Self-Help,4.37,5359.0,4.13939734017212
9780586008355,The Caves of Steel,Isaac Asimov,Fiction,4.16,59865.0,4.139360572972542
9781593080037,Ward No. 6 and Other Stories,Anton Pavlovich Chekhov,Fiction,4.32,6805.0,4.1388661305232315
9780156453806,Invisible Cities,Italo Calvino,Fiction,4.17,39058.0,4.1384978986147765
9781857232097,The Fires of Heaven,Robert Jordan,Juvenile Nonfiction,4.15,106302.0,4.138429216328999
9780060510862,The Forever War,Joe Haldeman,Fiction,4.15,103375.0,4.1381195498233625
9780375714498,Manufacturing Consent,Edward S. Herman;Noam Chomsky,Political Science,4.24,12038.0,4.138025009634326
9780886776060,To Green Angel Tower,Tad Williams,Fiction,4.2,19667.0,4.1376854650663555
9780811200073,"Paris Spleen, 1869",Charles Baudelaire;Charles Pierre Baudelaire,Poetry,4.3,7549.0,4.1376686632552895
9780375814686,Terrier,Tamora Pierce,Juvenile Fiction,4.16,54179.0,4.137410242345416
9780865471184,West with the Night,Beryl Markham,Biography & Autobiography,4.19,23110.0,4.13711676376243
9780515136173,Laurell K. Hamilton Set,Laurell K. Hamilton,Fiction,4.51,3276.0,4.137055690047085
9781570671043,Spiritual Midwifery,Ina May Gaskin,Medical,4.38,4965.0,4.135636936095539
9781577780724,Jesus Freaks,DC Talk (Musical group),Religion,4.2,18779.0,4.135451703215047
9780553572988,The Rise of Endymion,Dan Simmons,Fiction,4.17,34995.0,4.135375222288557
9780767900317,The Corner,David Simon;Edward Burns,Social Science,4.42,4256.0,4.135342923137688
9780060177249,The thief of always,Clive Barker,Fiction,4.19,22123.0,4.13526033717046
9780006499169,Post Captain,Patrick O'Brian,"Aubrey, Jack (Fictitious character)",4.29,7815.0,4.135136129123454
9781421502229,Fullmetal Alchemist: The Abducted Alchemist (Novel),Hiromu Arakawa,Juvenile Fiction,4.57,2777.0,4.134834634699004
9780747571773,Sideways Stories from Wayside School,Louis Sachar;Peter Allen,Children's stories,4.15,79394.0,4.134782926666088
9780312353261,A Woman of Substance,Barbara Taylor Bradford,Fiction,4.17,33783.0,4.134320189936682
9780679735250,Dispatches,Michael Herr,History,4.23,12590.0,4.134279173716597
9780765346520,Wizard's First Rule,Terry Goodkind,Fiction,4.14,197049.0,4.133895794865201
9780340766163,Shōgun,James Clavell,British,4.38,4863.0,4.133341020607387
9780061196683,My secret,Frank Warren,Antiques & Collectibles,4.34,5801.0,4.1332838845173665
9781400079094,Operating Instructions,Anne Lamott,Family & Relationships,4.19,20993.0,4.13296821362616
9780140422153,The Complete Poems,William Blake,Literary Criticism,4.29,7584.0,4.132501313223882
9780552146784,The Swords of Night and Day,David Gemmell,Drenai (Imaginary place),4.31,6690.0,4.131949102554072
9780375500725,The Heart of a Woman,Maya Angelou,Biography & Autobiography,4.2,17403.0,4.131655434309727
9781423101451,"The Percy Jackson and the Olympians, Book Three: Titan's Curse",Rick Riordan,Juvenile Fiction,4.35,5432.0,4.131361979385042
9780060218058,The Last of the Really Great Whangdoodles,Julie Andrews Edwards,Juvenile Fiction,4.25,9963.0,4.131007815430878
9780684842509,The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald;Matthew Joseph Bruccoli,Fiction,4.23,11931.0,4.1307599177075165
9780060725143,The Mediator #4: Darkest Hour,Meg Cabot,Juvenile Fiction,4.17,30018.0,4.130589842201227
9780374529260,Memoirs of Hadrian,Marguerite Yourcenar;Grace Frick,Fiction,4.25,9904.0,4.1305661957237225
9780375755194,Sailing Alone Around the Room,Billy Collins,Poetry,4.23,11894.0,4.13055463835799
9780385017336,Love Poems and Sonnets of William Shakespeare,William Shakespeare,Drama,4.34,5625.0,4.130152428719381
9780385496094,Traveling Mercies,Anne Lamott,Biography & Autobiography,4.16,38829.0,4.129674067119989
9780007158515,I Can Read with Me Eyes Shut!,Dr. Seuss,"Authors, American",4.2,16561.0,4.129103980623118
9780425152898,Mind Prey,John Sandford,Fiction,4.21,14337.0,4.128400460150217
9780517189603,The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,4.13,725384.0,4.128387317837639
9780886774004,Arrow's Fall,Mercedes Lackey,Fiction,4.19,18945.0,4.128284601163632
9780140251579,The Making of Pride and Prejudice,Sue Birtwistle;Susie Conklin,Performing Arts,4.43,3860.0,4.127820105545778
9780553582024,A Feast for Crows,George R. R. Martin,Fiction,4.13,491147.0,4.1276274722374
9780192802637,Persuasion,Jane Austen,Fiction,4.13,421344.0,4.1272399339279895
9780739461198,Marley and me : love and life with the world's worst dog,John Grogan,Labrador retriever,4.13,406585.0,4.1271411991663856
9780440227533,Number the Stars,Lois Lowry,Juvenile Fiction,4.13,379669.0,4.126941678774546
9780099427865,Illusions,Richard Bach,Adventure stories,4.15,48723.0,4.126253050144499
9781423103349,The Sea of Monsters,Rick Riordan,Juvenile Fiction,4.24,10165.0,4.126204474801971
9780099595816,Civilwarland in Bad Decline,George Saunders,Short stories,4.22,12271.0,4.125888741939523
9780316016650,Cirque Du Freak #10: The Lake of Souls,Darren Shan,Young Adult Fiction,4.19,18011.0,4.125883268794857
9780812577563,Knife of Dreams,Robert Jordan,Fiction,4.14,80208.0,4.125621884311062
9781563893339,Death,Neil Gaiman;Chris Bachalo;Mark Buckingham;Mike Dringenberg,Comics & Graphic Novels,4.22,12206.0,4.125552616452269
9780316905749,Vampire Mountain,Darren Shan,Juvenile Fiction,4.17,25759.0,4.125303669975166
9780871401540,Selected Poems,E. E. Cummings,Poetry,4.22,12139.0,4.125203626409791
9781590303160,Writing Down the Bones,Natalie Goldberg,Self-Help,4.18,20991.0,4.125185004399564
9780399142789,Conversations with God,Neale Donald Walsch,"Body, Mind & Spirit",4.17,25242.0,4.124563864703146
9781400079278,Kafka on the Shore,Haruki Murakami,Fiction,4.13,206089.0,4.124438577273528
9780747569114,Wayside School Gets a Little Stranger,Louis Sachar,Children's stories,4.19,17456.0,4.124365745384989
9780811216227,The Selected Poems of Federico García Lorca,Federico García Lorca,Poetry,4.31,6163.0,4.124230207092561
9780824519865,Life of the Beloved,Henri J. M. Nouwen,Religion,4.29,6893.0,4.1240557536109375
9780262510875,Structure and Interpretation of Computer Programs,Harold Abelson;Gerald Jay Sussman;Julie Sussman,Computers,4.45,3491.0,4.123424989321132
9780143037392,The Read-aloud Handbook,Jim Trelease,Language Arts & Disciplines,4.4,4122.0,4.123421908007113
9780425134351,Patriot Games,Tom Clancy,"Ryan, Jack (Fictitious character)",4.13,164306.0,4.123074079627297
9780631231271,Philosophical Investigations,Ludwig Wittgenstein,Philosophy,4.23,10629.0,4.122986566497854
9780143039655,Malgudi Days,R. K. Narayan,Fiction,4.21,13066.0,4.12295884963831
9780735611313,Code,Charles Petzold,Computers,4.38,4423.0,4.122921728546161
9780060885427,The Long Winter,Laura Ingalls Wilder,Juvenile Fiction,4.14,66192.0,4.1228301274147965
9780312426118,A Woman in Berlin,Anonymous,Biography & Autobiography,4.32,5754.0,4.122660491176143
9780785115311,Astonishing X-Men - Volume 1,Joss Whedon,Comics & Graphic Novels,4.17,23613.0,4.122063870127724
9781581342147,This Present Darkness ; Piercing the Darkness,Frank E. Peretti,,4.54,2708.0,4.1220472294174915
9781577314806,The Power of Now,Eckhart Tolle,"Body, Mind & Spirit",4.13,140443.0,4.121945443528968
9780375759314,Crossing to Safety,Wallace Stegner,Fiction,4.16,29642.0,4.121855843721286
9781841591056,"Stiff Upper Lip, Jeeves",P. G. Wodehouse,Humorous stories,4.29,6720.0,4.1217976091848225
9780886773786,Arrows of the Queen,Mercedes Lackey,Fiction,4.16,29552.0,4.121759263332483
9780521316927,Gabriel García Márquez: One Hundred Years of Solitude,Michael Wood,Language Arts & Disciplines,4.51,2899.0,4.121244168232893
9780061131622,Mandy,Julie Andrews Edwards,Juvenile Fiction,4.24,9482.0,4.121182110464706
9780140446043,The Complete Essays,Michel Montaigne,Literary Collections,4.23,10321.0,4.120966238409301
9780007127740,The illustrated man,Ray Bradbury,Fiction,4.14,56781.0,4.120256051724535
9780375706677,No Country for Old Men,Cormac McCarthy,Fiction,4.13,114408.0,4.120203764121793
9780553381535,Beach Music,Pat Conroy,Fiction,4.15,37413.0,4.120065507961848
9780571212927,A Beautiful Mind,Sylvia Nasar,Mathematicians,4.13,111633.0,4.119972654530506
9780452285934,Stolen,Kelley Armstrong,Fiction,4.15,36843.0,4.119667185035314
9780385732550,The Giver,Lois Lowry,Juvenile Fiction,4.12,1464909.0,4.119238870873281
9780425214435,Eyes of Prey,John Sandford,Fiction,4.18,18139.0,4.118706853068774
9780805080490,The Black Cauldron,Lloyd Alexander,Juvenile Fiction,4.14,51994.0,4.118626136865758
9780861661411,From Hell,Alan Moore;Eddie Campbell;Pete Mullins,"Detective and mystery comic books, strips, etc",4.16,26681.0,4.118399150859437
9780060989156,The Dirt,Tommy Lee;Vince Neil;Nikki Sixx;Mick Mars,Biography & Autobiography,4.16,26377.0,4.118008463171243
9780743202411,A Primate's Memoir,Robert M. Sapolsky,Nature,4.35,4769.0,4.117892955001876
9780006280897,The Four Loves,Clive Staples Lewis,Christian life,4.15,33684.0,4.117252164778783
9780688003470,The Merlin Trilogy,Mary Stewart,Fiction,4.39,4040.0,4.117134872047337
9780451203267,The Stranger Beside Me,Ann Rule,True Crime,4.14,47930.0,4.117015266234304
9781862301382,Redwall,Brian Jacques,Animals,4.13,84503.0,4.116966542314946
9780872863101,Howl and Other Poems,Allen Ginsberg,,4.13,81285.0,4.116485991125726
9780375413315,Palace Walk,Najīb Mahfūz;Ṣabrī Ḥāfiẓ,,4.46,3194.0,4.116344222152325
9780749311612,The Covenant,James Albert Michener,Fiction,4.18,17163.0,4.116123442049941
9780515141658,Morrigan's Cross,Nora Roberts,Fiction,4.14,45372.0,4.115870621771897
9781416509646,The Farthest Shore,Ursula K. Le Guin,Fiction,4.13,76746.0,4.115744624890471
9780385333504,Welcome to the Monkey House,Kurt Vonnegut,Fiction,4.14,44749.0,4.115574367612176
9780452274426,In the Time of the Butterflies,Julia Alvarez,Dominican Republic,4.14,44546.0,4.11547625766051
9780060751647,The Mediator #5: Haunted,Meg Cabot,Juvenile Fiction,4.15,31501.0,4.115345511777645
9780141183534,A Room of One's Own,Virginia Woolf,Fiction,4.13,73875.0,4.115232191201997
9781421500492,The Art of Howl's Moving Castle,Hayao Miyazaki,Performing Arts,4.51,2762.0,4.115161012531789
9780375400704,Molloy,Samuel Beckett,Fiction,4.28,6612.0,4.115111041428686
9780465023950,The Pleasure of Finding Things Out,Richard Phillips Feynman,Science,4.25,8014.0,4.114450977527277
9780553578683,The Third Victim,Lisa Gardner,Fiction,4.16,23807.0,4.114387075778524
9780310214694,Gifted Hands,Ben Carson;Cecil B. Murphey,Biography & Autobiography,4.21,11328.0,4.114225212093177
9780785117599,Astonishing X-Men - Volume 3,,Comics & Graphic Novels,4.24,8622.0,4.114190551305585
9780842361934,The Rising,Tim LaHaye;Tim F. LaHaye;Jerry B. Jenkins,Fiction,4.19,14261.0,4.114012291492845
9780399146268,Three Complete Novels,Dean Ray Koontz,Fiction,4.17,19345.0,4.113989460794212
9780553299496,The Robots of Dawn,Isaac Asimov,Fiction,4.15,29837.0,4.113736115571869
9780809230419,Wooden: A Lifetime of Observations and Reflections On and Off the Court,John Wooden,Biography & Autobiography,4.45,3216.0,4.113673041232342
9780060001537,Diary of a Spider,Doreen Cronin,Juvenile Fiction,4.25,7903.0,4.113368243588662
9780679729976,The Stories of Vladimir Nabokov,Vladimir Vladimirovich Nabokov,Fiction,4.3,5766.0,4.113055122985645
9780142402498,Pippi Longstocking,Astrid Lindgren,Juvenile Fiction,4.12,140107.0,4.112337134638503
9781932073201,Way of the Peaceful Warrior,Dan Millman,"Body, Mind & Spirit",4.14,38159.0,4.11192868891096
9780553802023,The Universe in a Nutshell,Stephen W. Hawking;STEPHEN W AUTOR HAWKING,Science,4.15,27792.0,4.111541085383975
9780156421171,Homage to Catalonia,George Orwell,History,4.15,27619.0,4.11134313992574
9780060511111,Amelia Bedelia Helps Out,Peggy Parish,Juvenile Fiction,4.25,7678.0,4.111119572458184
9780609602195,The Barefoot Contessa Cookbook,Ina Garten,Cooking,4.15,27422.0,4.111115237951802
9780689840333,Silver on the Tree,Susan Cooper,Juvenile Fiction,4.15,27396.0,4.111084958630965
9780330353823,The Memoirs of Cleopatra,Margaret George,Egypt,4.18,15260.0,4.110403983154056
9781400077304,Titan,Ron Chernow,Biography & Autobiography,4.19,13312.0,4.110276917158231
9781405204668,Babar the King,Jean de Brunhoff,Cities and towns,4.18,15216.0,4.110259601587465
9781417699674,Kristy's Great Idea,Ann M. Martin;Raina Telgemeier,Juvenile Fiction,4.17,17654.0,4.109984182303183
9780812513752,Lord of Chaos,Robert Jordan,Fiction,4.12,102983.0,4.109726692329466
9780451208644,Black Like Me,John Howard Griffin,Biography & Autobiography,4.13,52092.0,4.109694000713932
9780142437209,Jane Eyre,Charlotte Brontë,Fiction,4.11,1328143.0,4.109205767742964
9781932796780,Dragons of Winter Night,Margaret Weis;Tracy Hickman;Andrew Dabb,Comics & Graphic Novels,4.14,33846.0,4.108889686803063
9780688143886,"Julius, the Baby of the World",Kevin Henkes,Juvenile Fiction,4.27,6528.0,4.1087913311345865
9780140284126,The Inimitable Jeeves,Pelham Grenville Wodehouse,Fiction,4.25,7430.0,4.108553700107571
9780805080513,Taran Wanderer,Lloyd Alexander,Juvenile Fiction,4.14,33286.0,4.108446150447601
9780767901574,Awakening the Buddha Within,Surya Das;Lama Surya Das,Philosophy,4.2,11465.0,4.1084096891136825
9780385603102,House of Leaves,Mark Z. Danielewski,Experimental fiction,4.12,90180.0,4.108359065072346
9781400033720,Parallel Worlds,Michio Kaku,Science,4.18,14613.0,4.108218790656667
9780553815023,The Sinner,Tess Gerritsen,Boston (Mass.),4.14,31763.0,4.107173340969215
9780156030304,Flowers for Algernon,Daniel Keyes,Fiction,4.11,332849.0,4.106872839662023
9780394758275,"Farewell, My Lovely",Raymond Chandler,Fiction,4.15,24015.0,4.106700439211515
9780515128550,Heart of the Sea,Nora Roberts,Fiction,4.15,23839.0,4.106444986716354
9780441005963,Riddle-master,Patricia A. McKillip,Fiction,4.22,9117.0,4.1062446653740965
9780905712604,The Shining,Stephen King,Fiction,4.67,1838.0,4.106126538543521
9781400098033,Shibumi,Trevanian,Fiction,4.22,9001.0,4.105364620102302
9780321344755,Don't Make Me Think!,Steve Krug,Computers,4.24,7623.0,4.104960136231998
9780192833983,War and Peace,Leo Tolstoy;graf Leo Tolstoy,Fiction,4.11,201919.0,4.104903551642431
9780140143454,Liar's Poker,Michael M. Lewis,Biography & Autobiography,4.15,22710.0,4.104731814514696
9780446578271,The Everyday Life Bible,Joyce Meyer,Bibles,4.7,1715.0,4.10380351635831
9780345346292,The Dragons of Eden,Carl Sagan,Nature,4.17,14974.0,4.102313057504868
9780881792065,The elements of typographic style,Robert Bringhurst,Design,4.24,7296.0,4.101637297437323
